N,Посада,Мова програмування,Спеціалізація,Загальний досвід роботи,Досвід роботи на поточному місці,Зарплата на місяць,Зміна зарплати за 12 місяців,Місто,Розмір компанії,Тип компанії,Стать,Вік,Освіта,Університет,Ще студент,Рівень англійської,Предметна область,Дата заповнення,User.Agent,exp,current_job_exp,salary,Валюта,cls,Unnamed: 25,Unnamed: 26,avg
7880,Technical Lead,Swift,,5.0,1.0,5000,0,Київ,до 1000 осіб,Аутсорсингова,чоловіча,25,Вища,ДонНТУ,False,Upper-Intermediate (вище середнього),iOS,05/07/2017 11:51:33,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/603.2.5 (KHTML, like Gecko) Version/10.1.1 Safari/603.2.5",5.0,1.0,5000,,SDEV,,,5000
7881,Senior Software Engineer,C#/.NET,,6.0,1.0,2500,0,Дніпро,до 50 осіб,Стартап,чоловіча,26,Вища,ДНУ ім. Гончара,False,Upper-Intermediate (вище середнього),Веб-розробка,05/07/2017 11:51:47,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/603.2.4 (KHTML, like Gecko) Version/10.1.1 Safari/603.2.4",6.0,1.0,2500,,DEV,,,2500
7882,Software Engineer,Python,,2.0,1.0,750,0,Київ,більше 1000 осіб,Аутсорсингова,чоловіча,21,Вища,Інший ВНЗ,False,Pre-intermediate (нище середнього),"Desktop Applications,Системне програмування",05/07/2017 11:57:52,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.115 Safari/537.36",2.0,1.0,750,,DEV,,,750
7883,Junior Software Engineer,JavaScript,,,,550,350,Дніпро,до 200 осіб,Продуктова,чоловіча,23,Вища,ДНУЗТ,False,Intermediate (середній),"Веб-розробка,Фінанси та банкінг",05/07/2017 11:57:52,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.115 Safari/537.36",0.0,0.0,550,,DEV,,,550
7884,Technical writer,,,0.25,1.5,400,100,Дніпро,до 1000 осіб,Продуктова,жіноча,25,Вища,ДНУ ім. Гончара,False,Upper-Intermediate (вище середнього),Gamedev,05/07/2017 11:59:19,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:54.0) Gecko/20100101 Firefox/54.0,0.25,1.5,400,,,,,400
7885,Software Engineer,PHP,,2.0,0.5,600,100,Вінниця,до 10 осіб,Аутсорсингова,чоловіча,25,Неповна Вища,ВНТУ,False,Intermediate (середній),Веб-розробка,05/07/2017 12:00:22,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/61.0.3148.0 Safari/537.36",2.0,0.5,600,,DEV,,,600
7886,Technical Lead,Other,,9.0,2.0,700,-500,Миколаїв,до 10 осіб,Аутсорсингова,чоловіча,31,Вища,ЧГУ ім. Петра Могили,False,Advanced (просунутий),"Веб-розробка,eCommerce",05/07/2017 12:05:08,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.115 Safari/537.36",9.0,2.0,700,,SDEV,,,700
7887,HTML coder,,,0.5,,400,400,Харків,до 10 осіб,Продуктова,чоловіча,19,Вища,ХНУРЕ,True,Pre-intermediate (нище середнього),Веб-розробка,05/07/2017 12:20:52,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.115 Safari/537.36",0.5,0.0,400,,,,,400
7888,Team lead,,,5.0,3.0,2900,300,Київ,до 200 осіб,Продуктова,жіноча,27,Вища,ХНУ ім. Каразіна,False,Intermediate (середній),"Фінанси та банкінг,eCommerce",05/07/2017 12:20:52,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.115 Safari/537.36",5.0,3.0,2900,,PM,,,2900
7889,Software Engineer,PHP,,3.0,0.5,1000,0,Львів,до 200 осіб,Аутсорсингова,чоловіча,22,Вища,Інший ВНЗ,False,Pre-intermediate (нище середнього),Веб-розробка,05/07/2017 12:26:36,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:53.0) Gecko/20100101 Firefox/53.0,3.0,0.5,1000,,DEV,,,1000
7890,Designer,,,4.0,2.0,500,0,Вінниця,до 10 осіб,Інша,чоловіча,25,Вища,Інший ВНЗ,False,Intermediate (середній),,05/07/2017 12:30:06,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.86 Safari/537.36 OPR/46.0.2597.32",4.0,2.0,500,,,,,500
7891,Support,,,4.0,4.0,665,0,Київ,більше 1000 осіб,Інша,чоловіча,26,Вища,ХНУ [м. Хмельницький],False,Elementary (початковий),"Телекомунікації,Інше",05/07/2017 12:40:06,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 YaBrowser/17.6.1.745 Yowser/2.5 Safari/537.36",4.0,4.0,665,,,,,665
7892,Scrum Master,,,2.0,1.0,2500,0,Київ,більше 1000 осіб,Аутсорсингова,чоловіча,26,Неповна Вища,НТУУ «КПІ»,False,Advanced (просунутий),Desktop Applications,05/07/2017 12:44:44,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",2.0,1.0,2500,,,,,2500
7893,QA engineer,,Manual QA,3.0,1.0,500,0,Київ,до 10 осіб,Продуктова,чоловіча,28,Вища,НАУ,False,Elementary (початковий),Desktop Applications,05/07/2017 12:59:13,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.86 Safari/537.36 OPR/46.0.2597.32",3.0,1.0,500,,QA,,,500
7894,Designer,,,1.0,1.0,500,200,Одеса,до 10 осіб,Продуктова,чоловіча,25,Неповна Вища,ОНПУ,False,Intermediate (середній),"Desktop Applications,Корпоративні системи",05/07/2017 13:17:49,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.115 Safari/537.36",1.0,1.0,500,,,,,500
7895,Software Engineer,Swift,,5.0,3.0,2600,250,Київ,до 200 осіб,Аутстафінгова,чоловіча,24,Вища,НАУ,False,Intermediate (середній),iOS,05/07/2017 13:24:08,"Mozilla/5.0 (iPhone; CPU iPhone OS 10_3_2 like Mac OS X) AppleWebKit/603.2.4 (KHTML, like Gecko) Version/10.0 Mobile/14F89 Safari/602.1",5.0,3.0,2600,,DEV,,,2600
7896,Software Engineer,Java,,3.0,1.5,2200,300,Київ,до 1000 осіб,Аутстафінгова,чоловіча,26,Вища,НАУ,False,Upper-Intermediate (вище середнього),"Веб-розробка,Телекомунікації",05/07/2017 13:31:04,"Mozilla/5.0 (iPhone; CPU iPhone OS 10_3_2 like Mac OS X) AppleWebKit/603.2.4 (KHTML, like Gecko) Version/10.0 Mobile/14F89 Safari/602.1",3.0,1.5,2200,,DEV,,,2200
7897,Project manager,,,3.0,1.0,1000,0,Київ,до 10 осіб,Продуктова,чоловіча,24,Вища,НАУ,False,Intermediate (середній),Веб-розробка,05/07/2017 13:46:20,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.86 Safari/537.36 OPR/46.0.2597.32",3.0,1.0,1000,,PM,,,1000
7898,Support,,,3.0,0.5,1150,650,Київ,до 50 осіб,Інша,чоловіча,22,Неповна Вища,Львівська Політехніка,False,Upper-Intermediate (вище середнього),Телекомунікації,05/07/2017 13:53:14,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",3.0,0.5,1150,,,,,1150
7899,QA Tech Lead,,Automation QA,,3.0,3250,200,Київ,більше 1000 осіб,Аутсорсингова,чоловіча,34,Вища,КНУ ім. Шевченко,False,Advanced (просунутий),"Веб-розробка,Інше",05/07/2017 13:59:03,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",10.0,3.0,3250,,QA,,,3250
7900,QA engineer,,Manual QA,1.5,1.5,800,400,Одеса,до 10 осіб,Аутсорсингова,чоловіча,24,Вища,ОНПУ,False,Upper-Intermediate (вище середнього),,05/07/2017 14:01:36,"Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.115 Safari/537.36",1.5,1.5,800,,QA,,,800
7901,HR,,,5.0,0.25,350,50,Запоріжжя,до 1000 осіб,Продуктова,жіноча,26,Вища,Інший ВНЗ,False,Pre-intermediate (нище середнього),Інше,05/07/2017 14:01:48,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.115 Safari/537.36",5.0,0.25,350,,,,,350
7902,Software Engineer,C++,,2.0,2.0,1600,800,Дніпро,до 1000 осіб,Аутсорсингова,чоловіча,24,Вища,Інший ВНЗ,False,Intermediate (середній),Desktop Applications,05/07/2017 14:09:16,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:52.0) Gecko/20100101 Firefox/52.0,2.0,2.0,1600,,DEV,,,1600
7903,Software Engineer,C#/.NET,,2.0,0.5,1000,0,Київ,до 10 осіб,Аутстафінгова,чоловіча,28,Вища,КНУ ім. Шевченко,False,Intermediate (середній),"Desktop Applications,Веб-розробка",05/07/2017 14:23:44,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.115 Safari/537.36",2.0,0.5,1000,,DEV,,,1000
7904,Junior QA engineer,,Manual QA,1.0,1.0,380,180,Дніпро,до 50 осіб,Аутсорсингова,жіноча,23,Вища,Інший ВНЗ,False,Pre-intermediate (нище середнього),"Android, Веб-розробка",05/07/2017 14:37:05,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.115 Safari/537.36",1.0,1.0,380,,QA,,,380
7905,Sales manager,,,,,400,400,Київ,до 50 осіб,Інша,жіноча,23,Вища,Інший ВНЗ,False,Advanced (просунутий),Інше,05/07/2017 14:39:06,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.86 Safari/537.36 OPR/46.0.2597.32",0.0,0.0,400,,,,,400
7906,Software Engineer,Java,,2.0,2.0,2000,500,Дніпро,до 200 осіб,Аутсорсингова,чоловіча,30,Вища,ДНУ ім. Гончара,False,Upper-Intermediate (вище середнього),Android,05/07/2017 14:42:52,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.12; rv:54.0) Gecko/20100101 Firefox/54.0,2.0,2.0,2000,,DEV,,,2000
7907,Technical Lead,C#/.NET,,,7.0,4000,0,Луцьк,до 10 осіб,Продуктова,чоловіча,36,Вища,ХАІ,False,Upper-Intermediate (вище середнього),"Веб-розробка,Телекомунікації",05/07/2017 14:45:45,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.115 Safari/537.36",10.0,7.0,4000,,SDEV,,,4000
7908,Sysadmin,,,2.0,2.0,550,50,Київ,до 50 осіб,Інша,чоловіча,23,Вища,НТУУ «КПІ»,False,Upper-Intermediate (вище середнього),Корпоративні системи,05/07/2017 14:47:14,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:45.0) Gecko/20100101 Firefox/45.0,2.0,2.0,550,,,,,550
7909,Designer,,,5.0,2.0,1600,400,Київ,до 10 осіб,Аутстафінгова,чоловіча,27,Вища,НТУУ «КПІ»,False,Intermediate (середній),,05/07/2017 14:47:45,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.115 Safari/537.36",5.0,2.0,1600,,,,,1600
7910,Junior Software Engineer,JavaScript,,1.5,1.0,630,150,Харків,до 1000 осіб,Аутсорсингова,жіноча,23,Неповна Вища,ХНУРЕ,True,Upper-Intermediate (вище середнього),"Gamedev,Корпоративні системи",05/07/2017 14:50:14,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.115 Safari/537.36",1.5,1.0,630,,DEV,,,630
7911,Senior Software Engineer,PHP,,5.0,4.0,2300,800,Харків,до 1000 осіб,Аутсорсингова,чоловіча,25,Вища,ХНУРЕ,False,Upper-Intermediate (вище середнього),Веб-розробка,05/07/2017 15:13:23,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.115 Safari/537.36",5.0,4.0,2300,,DEV,,,2300
7912,Product Manager,,,2.0,2.0,1200,400,Тернопіль,до 200 осіб,Продуктова,чоловіча,24,Вища,ЛНУ ім. Франко,False,Upper-Intermediate (вище середнього),eCommerce,05/07/2017 15:46:46,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.115 Safari/537.36",2.0,2.0,1200,,,,,1200
7913,Software Engineer,SQL,,3.0,0.5,1500,150,Львів,більше 1000 осіб,Аутсорсингова,жіноча,25,Вища,Львівська Політехніка,False,Upper-Intermediate (вище середнього),Фінанси та банкінг,05/07/2017 15:52:04,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:53.0) Gecko/20100101 Firefox/53.0,3.0,0.5,1500,,DEV,,,1500
7914,QA engineer,,General QA,5.0,5.0,1800,200,Київ,більше 1000 осіб,Аутсорсингова,чоловіча,30,Дві вищих,НАУ,False,Intermediate (середній),,05/07/2017 16:41:16,"Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.115 Safari/537.36",5.0,5.0,1800,,QA,,,1800
7915,Sysadmin,,,,5.0,300,70,Хмельницький,до 10 осіб,Інша,чоловіча,37,Вища,ХНУ [м. Хмельницький],False,Elementary (початковий),,05/07/2017 16:52:23,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.115 Safari/537.36",10.0,5.0,300,,,,,300
7916,Junior Software Engineer,Java,,1.5,1.5,1100,500,Харків,більше 1000 осіб,Аутсорсингова,чоловіча,21,Неповна Вища,ХНУРЕ,True,Upper-Intermediate (вище середнього),"eCommerce,Корпоративні системи",05/07/2017 17:11:17,"Mozilla/5.0 (iPhone; CPU iPhone OS 10_3_2 like Mac OS X) AppleWebKit/603.2.4 (KHTML, like Gecko) Version/10.0 Mobile/14F89 Safari/602.1",1.5,1.5,1100,,DEV,,,1100
7917,Software Engineer,Java,,4.0,1.5,2600,400,Харків,до 50 осіб,Аутсорсингова,чоловіча,27,Вища,ДонНТУ,False,Intermediate (середній),Android,05/07/2017 17:15:07,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.86 Safari/537.36",4.0,1.5,2600,,DEV,,,2600
7918,Software Engineer,PHP,,1.5,0.5,1200,850,Харків,до 50 осіб,Аутсорсингова,чоловіча,29,Вища,НТУ «ХПІ»,False,Pre-intermediate (нище середнього),Веб-розробка,05/07/2017 17:33:22,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.96 Safari/537.36",1.5,0.5,1200,,DEV,,,1200
7919,HR,,,2.0,1.0,570,200,Дніпро,до 200 осіб,Продуктова,жіноча,25,Вища,НГУ [Дніпро],False,Intermediate (середній),,05/07/2017 17:42:05,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.115 Safari/537.36",2.0,1.0,570,,,,,570
7920,Junior Software Engineer,PHP,,1.0,0.5,230,0,Харків,до 200 осіб,Аутстафінгова,жіноча,25,Вища,НТУ «ХПІ»,False,Intermediate (середній),Веб-розробка,05/07/2017 17:51:30,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/59.0.3071.109 Chrome/59.0.3071.109 Safari/537.36",1.0,0.5,230,,DEV,,,230
7921,Senior Software Engineer,Java,,5.0,3.0,3500,0,Київ,до 50 осіб,Аутстафінгова,чоловіча,33,Вища,Інший ВНЗ,False,Upper-Intermediate (вище середнього),"Веб-розробка,Корпоративні системи",05/07/2017 18:06:19,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",5.0,3.0,3500,,DEV,,,3500
7922,Talent Researcher,,,7.0,2.0,130,0,Запоріжжя,до 10 осіб,Аутстафінгова,жіноча,28,Вища,Інший ВНЗ,False,Intermediate (середній),Веб-розробка,05/07/2017 18:06:25,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.115 Safari/537.36",7.0,2.0,130,,,,,130
7923,Senior Software Engineer,Java,,6.0,5.0,3700,0,Київ,більше 1000 осіб,Аутсорсингова,жіноча,29,Вища,Інший ВНЗ,False,Upper-Intermediate (вище середнього),Фінанси та банкінг,05/07/2017 18:09:21,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",6.0,5.0,3700,,DEV,,,3700
7924,Junior Software Engineer,C++,,0.5,0.5,1000,1000,Харків,до 50 осіб,Аутсорсингова,чоловіча,22,Вища,Інший ВНЗ,True,Pre-intermediate (нище середнього),Інше,05/07/2017 18:16:58,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.86 Safari/537.36 OPR/46.0.2597.32",0.5,0.5,1000,,DEV,,,1000
7925,Software Engineer,C#/.NET,,3.0,2.0,2000,400,Київ,до 50 осіб,Аутстафінгова,жіноча,27,Вища,НТУУ «КПІ»,False,Upper-Intermediate (вище середнього),Веб-розробка,05/07/2017 18:43:06,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.115 Safari/537.36",3.0,2.0,2000,,DEV,,,2000
7926,Project manager,,,,7.0,3200,0,Київ,більше 1000 осіб,Аутсорсингова,чоловіча,32,Вища,НТУУ «КПІ»,False,Upper-Intermediate (вище середнього),Веб-розробка,05/07/2017 19:42:53,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.115 Safari/537.36",10.0,7.0,3200,,PM,,,3200
7927,Team lead,,,7.0,2.0,3600,500,Київ,до 200 осіб,Продуктова,чоловіча,28,Вища,СумГУ,False,Advanced (просунутий),"Веб-розробка,eCommerce",05/07/2017 19:58:35,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.115 Safari/537.36",7.0,2.0,3600,,PM,,,3600
7928,QA engineer,,Manual QA,3.0,1.0,800,0,Київ,до 200 осіб,Продуктова,чоловіча,31,Вища,Інший ВНЗ,False,Pre-intermediate (нище середнього),"Android, Веб-розробка",05/07/2017 20:25:34,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.115 Safari/537.36",3.0,1.0,800,,QA,,,800
7929,QA engineer,,Manual QA,4.0,4.0,1700,400,Харків,до 200 осіб,Аутсорсингова,чоловіча,27,Вища,ХНУРЕ,False,Intermediate (середній),"Desktop Applications,Веб-розробка",05/07/2017 21:09:03,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:54.0) Gecko/20100101 Firefox/54.0,4.0,4.0,1700,,QA,,,1700
7930,Software Engineer,PHP,,4.0,0.25,2800,1000,Харків,більше 1000 осіб,Аутстафінгова,чоловіча,30,Вища,Інший ВНЗ,False,Intermediate (середній),Веб-розробка,05/07/2017 21:10:45,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.104 Safari/537.36",4.0,0.25,2800,,DEV,,,2800
